id,company,created_at
13938,アイスクリームデザイン,2020-01-21 05:42:21 +0900
14728,センチュリー・シガ・ゴルフクラブ,2020-01-27 23:45:14 +0900
19986,阿蘇森林組合,2020-03-06 03:50:59 +0900
24775,宮島カープタクシー,2020-04-06 03:53:33 +0900
25637,老健あじさい,2020-04-09 01:44:40 +0900
30390,地域密着型特別養護老人ホーム そよかぜ,2020-05-21 11:54:08 +0900
31498,地域密着型特別養護老人ホームチアフル古城,2020-05-27 13:14:01 +0900
31821,介護老人保健施設ハイム・メアーズ,2020-06-01 11:13:13 +0900
31837,特別養護老人ホーム春の森から,2020-06-01 11:13:13 +0900
31840,ほのぼの介護,2020-06-01 11:13:13 +0900
32225,ケアハウスアリヴィオ,2020-06-03 01:13:40 +0900
55617,ウィルオブ・ファクトリー 小山支店,2020-09-15 14:24:02 +0900
55975,メイクスタッフ昭島市つつじヶ丘エリア,2020-09-15 15:07:30 +0900
58462,ケアーズ訪問看護リハビリステーション橋本,2020-09-29 09:41:34 +0900
59444,㈱パイン・コンサルティング・カンパニー,2020-10-02 08:53:56 +0900
62692,エネルギーダイエット.,2020-10-21 11:03:37 +0900
67863,monostyle,2020-11-11 08:50:30 +0900
67989,アウスレーゼ西城南,2020-11-11 15:51:20 +0900
68758,福縁酒家（フクエンシュカ）,2020-11-16 13:25:54 +0900
70648,STV興発,2020-12-04 09:10:50 +0900
71504,特別養護老人ホーム花音,2020-12-09 12:57:24 +0900
73436,福井県プレカット協業組合,2021-01-22 08:52:47 +0900
74598,macaron須賀川店,2021-02-03 10:13:28 +0900
74735,天然温泉かもきみの湯,2021-02-04 11:21:13 +0900
75350,シルヴァオリヴ津デイサービスセンター,2021-02-09 11:50:24 +0900
77131,(社福)光聖会,2021-02-17 11:31:47 +0900
77200,リフォーム-kyujin-NET,2021-02-17 14:18:24 +0900
77365,住宅型有料老人ホームだんらん美濃加茂,2021-02-18 09:39:14 +0900
77800,川畑農園,2021-02-22 08:47:42 +0900
77816,共立工作所,2021-02-22 08:47:45 +0900
78032,住宅型有料老人ホームナーシングホーム寿々愛西,2021-02-22 09:07:25 +0900
79248,ジェイティック韮崎市神山町鍋山,2021-02-26 11:15:13 +0900
79428,介護老人保健施設ケアセンターけやき園,2021-03-01 08:46:49 +0900
79723,愛の家グループホーム京都桂,2021-03-02 08:44:54 +0900
80068,愛の家グループホーム名古屋北久手,2021-03-03 09:51:18 +0900
80071,愛の家グループホーム知多新知,2021-03-03 09:51:18 +0900
80151,愛の家グループホーム多度,2021-03-03 09:51:30 +0900
80638,生活支援サービス・ポピー,2021-03-08 08:36:21 +0900
80641,ハーモニーハウス伊賀大山田,2021-03-08 08:36:22 +0900
81970,住宅型有料老人ホームハートリンク豊田,2021-03-12 08:36:03 +0900
83454,養護老人ホーム一乗ふれ愛園,2021-03-22 08:33:49 +0900
85794,魚進,2021-04-05 07:26:23 +0900
85841,有限責任事業組合帯広畜産センター,2021-04-05 16:39:22 +0900
86260,松戸ナーシングヴィラそよ風:6888／URC,2021-04-08 08:46:34 +0900
87004,あずみ苑栃木大町,2021-04-14 07:18:59 +0900
88051,わこう,2021-04-20 08:57:48 +0900
89420,デイサービスたんぽぽの里城南,2021-04-27 08:49:01 +0900
90040,介護老人保健施設エスポワール市川,2021-05-06 08:51:37 +0900
90176,天然ナトリウム泉奥水間温泉,2021-05-06 08:52:04 +0900
90933,FPグループ,2021-05-11 08:55:51 +0900
91032,仙台のシフォンケーキ専門店partir（パルティール）,2021-05-11 08:56:11 +0900
91122,フォーライフガーデン昭和町,2021-05-11 08:56:30 +0900
91684,グループホーム舞夢,2021-05-14 08:39:04 +0900
91695,特別養護老人ホーム丹頂,2021-05-14 08:39:06 +0900
92252,松代ケアセンターそよ風,2021-05-18 09:04:19 +0900
92289,ふるさとホーム朝霞,2021-05-18 09:04:26 +0900
92547,介護老人保健施設おみがわ,2021-05-19 07:46:51 +0900
92605,特別養護老人ホーム幸寿苑たかしまの郷,2021-05-19 07:47:05 +0900
93587,介護付き有料老人ホームニッケあすも一宮,2021-05-26 08:34:26 +0900
93674,JA松阪シルバーサービスセンターふれあいの里くしだ,2021-05-27 08:41:40 +0900
94742,㈱門脇製作所,2021-06-01 08:54:13 +0900
94882,特別養護老人ホームなすの苑,2021-06-02 08:56:59 +0900
95585,啓仁会平成の森,2021-06-07 08:53:10 +0900
103491,ミニ四駆処きんぎょ,2021-07-20 14:59:07 +0900
103643,すばる企画,2021-07-21 07:07:11 +0900
103777,たかのチェーン本庄店,2021-07-21 07:07:34 +0900
104257,千木病院,2021-07-27 07:57:55 +0900
105656,金沢駅前はあと薬局,2021-08-04 08:46:32 +0900
108204,デイサービスのぞみ,2021-08-17 03:42:33 +0900
108399,ノーリーズ,2021-08-17 04:09:57 +0900
111436,ほんごうハヤシ整形外科クリニック,2021-08-31 12:15:00 +0900
113273,おおがき南調剤薬局,2021-09-09 08:46:16 +0900
113411,ファイントラスト各務原店,2021-09-10 00:13:05 +0900
115342,カマラードの家 川岸 健,2021-09-16 08:49:59 +0900
115837,アイシーライフ三河安城,2021-09-17 11:06:08 +0900
119841,リンクス,2021-10-08 07:06:50 +0900
120337,サポートセンターTagomaru,2021-10-12 01:32:26 +0900
120571,公益財団法人 群馬慈恵会,2021-10-12 14:56:52 +0900
120697,サンテラスデイサービス,2021-10-13 00:49:52 +0900
124865,栃木ケアセンターそよ風,2021-11-01 15:08:54 +0900
124931,特定非営利活動法人ヒューマックス,2021-11-02 00:17:52 +0900
126050,グループホーム花物語はだの,2021-11-09 00:49:04 +0900
126312,デイサービスがまの穂,2021-11-10 01:16:42 +0900
126622,デイサービスセンター王塚台,2021-11-11 00:23:59 +0900
127143,エールリハビリデイサービス,2021-11-12 14:17:24 +0900
127339,BRISTODENTALCLINIC,2021-11-16 00:41:45 +0900
127751,小規模多機能型居宅介護喜楽館,2021-11-17 01:04:46 +0900
128040,特別養護老人ホームすないの家 太秦,2021-11-18 02:43:01 +0900
129967,わくや整形外科,2021-12-01 01:15:33 +0900
130429,市立室蘭総合病院,2021-12-03 00:29:32 +0900
131557,グループホーム優芽,2021-12-10 00:05:17 +0900
131568,認定特定非営利活動法人絆の郷しもさほろ,2021-12-10 00:05:53 +0900
132804,通所介護げんきの家デイサービスセンター,2021-12-16 00:22:00 +0900
135102,特定非営利活動法人野のゆりホーム,2022-01-18 01:27:33 +0900
135790,ヒューマンサポート筑西,2022-01-21 00:18:54 +0900
136974,公益財団法人磐城済世会,2022-01-27 23:59:09 +0900
137507,新阿武山病院,2022-02-01 01:09:33 +0900
139427,アシステッドリビング湘南佐島,2022-02-15 01:30:27 +0900
139709,ソノラス・コート三鷹,2022-02-17 00:30:05 +0900
140504,デイサービスいいひ,2022-02-22 00:34:16 +0900
147991,公益財団法人倉石地域振興財団栗田病院,2022-04-13 11:44:18 +0900
153825,川崎市社会福祉事業団,2022-05-09 21:18:07 +0900
166675,浜松プリン Priful,2022-05-12 17:01:10 +0900
254457,安信エンタープライズ,2022-05-31 23:46:31 +0900
317339,真網代くじらリハビリテーション病院,2022-06-26 17:06:35 +0900
358032,溝口鉄工所,2022-08-09 13:53:34 +0900
359291,岩倉ケアセンターそよ風,2022-08-22 15:57:17 +0900
371289,広島中筋ケアセンターそよ風,2022-11-04 01:46:38 +0900
374723,橋本勉,2022-11-18 17:20:14 +0900
374763,上野年一（上野オフィス）,2022-11-18 17:20:20 +0900
375596,陸永寿（Ｌ．Ｘ．Ｓ）,2022-11-18 17:22:53 +0900
375742,木田圭治,2022-11-18 17:23:19 +0900
375805,ギリ　テジェンドラ,2022-11-18 17:23:30 +0900
375830,田中　友里香（Office Ray）,2022-11-18 17:23:34 +0900
381728,姫路自動車整備協業組合,2022-11-20 11:45:56 +0900
381835,特定非営利活動法人ゆうゆうの家,2022-11-20 11:46:40 +0900
384041,大阪住重建機,2022-11-29 10:50:40 +0900
387145,伊東市立養護老人ホーム平和の杜,2022-12-14 17:53:10 +0900
388019,田口ヂーゼル自動車修理工場,2022-12-18 21:27:33 +0900
391993,keinz 高田オート,2023-01-17 18:01:44 +0900
395127,金谷ホテルベーカリー工場,2023-01-24 17:26:00 +0900
395211,でんきランドかわい,2023-01-24 17:26:32 +0900
395351,ディサービスセンタープラティア花園,2023-01-25 15:42:36 +0900
395467,認知症対応型共同生活介護ひなた,2023-01-25 15:43:20 +0900
395518,深草京しみず,2023-01-25 15:43:39 +0900
396627,パートナーズプロジェクト税理士法人,2023-01-31 22:53:20 +0900
401236,特定非営利活動法人　三の丸ひまわり,2023-02-17 01:28:13 +0900
402884,中野会計グループ,2023-02-26 19:31:58 +0900
408444,㈲美瑛物産公社,2023-03-13 20:50:32 +0900
413440,みなみつくば会プレミエール元気館筑西,2023-03-29 17:11:52 +0900
427051,出島太田製麺所,2023-05-11 00:32:22 +0900
435558,キューズフルグループ,2023-05-31 20:41:37 +0900
439966,介護老人保健施設峡西老人保健センター,2023-06-12 23:56:19 +0900
441331,落合工業,2023-06-14 17:23:26 +0900
453409,特別養護老人ホームビアンカ,2023-07-09 20:17:07 +0900
458032,学校法人中部大学,2023-07-15 15:04:34 +0900
463111,ILCORTILE,2023-07-19 21:13:12 +0900
468896,㈲新生丸和,2023-08-02 21:01:04 +0900
471856,BOUL’ANGE 福岡大博多ビル店,2023-08-08 18:14:02 +0900
472104,薄田商店学芸大学店,2023-08-09 21:38:26 +0900
474899,焼鳥平次西洋館前店,2023-08-20 20:32:15 +0900
475023,コスメティックスクエア　マルミヤ,2023-08-20 20:34:04 +0900
481582,さんのうメディカルクリニック,2023-08-31 20:14:44 +0900
481683,特定非営利活動法人さぼてんの花,2023-08-31 20:15:26 +0900
482389,公益財団法人積善会,2023-09-03 19:39:10 +0900
483186,松塩筑木曽老人福祉施設組合,2023-09-04 21:12:11 +0900
483485,社会福祉法⼈町⽥市福祉サービス協会,2023-09-05 21:31:54 +0900
485708,複合型介護施設ケアポート緑ヶ丘,2023-09-13 08:10:41 +0900
487838,特定非営利活動法人ハッピー,2023-09-18 18:45:43 +0900
493303,介護老人保健施設さなげ,2023-09-29 12:29:49 +0900
494232,グレースヴィラ八尾本町,2023-10-02 23:46:19 +0900
494362,CARCHECK,2023-10-02 23:49:00 +0900
497123,朝日大学病院,2023-10-10 21:09:18 +0900
497872,サービス付き高齢者向け住宅ハートピア,2023-10-12 18:31:42 +0900
500244,常盤会,2023-10-18 16:59:38 +0900
500990,愛の家グループホーム 各務原鵜沼朝日,2023-10-20 08:40:57 +0900
502407,第1ゆるせい家,2023-10-24 18:32:32 +0900
504819,特別養護老人ホーム芙蓉園,2023-10-29 16:26:25 +0900
506330,医療・介護複合施設ヴィラ北崎,2023-10-31 22:35:53 +0900
511944,サニックスPV,2023-11-15 23:53:52 +0900
512224,さわやかおかざき館,2023-11-15 23:56:55 +0900
512240,ライフケアレジデンス江南,2023-11-15 23:57:01 +0900
515382,でんでん館ヤマナ,2023-11-21 18:07:41 +0900
516645,特定非営利活動法人　夢,2023-11-23 22:41:21 +0900
518616,㈱ホイッスル三好 セントラルキッチン,2023-12-03 21:04:11 +0900
519378,ご長寿くらぶ松戸八ケ崎,2023-12-04 22:44:58 +0900
519432,エクセルシオール千葉,2023-12-04 22:45:22 +0900
521488,アンサンブル浦和,2023-12-07 17:00:48 +0900
523449,公益財団法人日産厚生会,2023-12-12 21:09:00 +0900
523496,財団法人 千代田健康開発事業団,2023-12-12 21:09:19 +0900
523533,介護老人保健施設島村洗心苑,2023-12-12 21:09:37 +0900
537897,くろかわ内科・健診クリニック,2023-12-25 01:30:06 +0900
547490,ヘルパーステーションながい木,2023-12-27 18:32:09 +0900
549170,介護付有料老人ホームモーニングパーク主税町,2024-01-04 02:36:21 +0900
549686,特定非営利活動法人えがお,2024-01-05 00:43:51 +0900
551612,愛生病院,2024-01-10 03:55:17 +0900
551617,学校法人那加学園【子苑第一・第二幼稚園】,2024-01-10 03:55:21 +0900
551937,みゆき歯科,2024-01-11 20:17:29 +0900
553230,ラ・ナシカまつもと弐番館,2024-01-16 09:00:17 +0900
554449,公益社団法人いちょうの樹,2024-01-18 17:16:28 +0900
555199,北陽福祉会,2024-01-23 00:00:03 +0900
555321,アクティブリハビリセンターカノア,2024-01-23 00:00:48 +0900
557809,特定非営利活動法人鹿沼さつき会,2024-01-30 23:54:46 +0900
559353,エーデルワイス味鋺,2024-02-01 18:01:49 +0900
566280,介護老人保健施設けんゆう苑,2024-02-20 22:54:22 +0900
567666,特別養護老人ホームせせらぎ緑風苑,2024-02-25 16:01:20 +0900
570598,公益社団法人地域医療振興協会,2024-03-05 12:49:26 +0900
570852,WAKO GROUP,2024-03-05 12:51:21 +0900
577326,特別養護老人ホームウィング,2024-03-23 14:28:04 +0900
577342,介護老人保健施設　照隅苑,2024-03-23 14:28:25 +0900
581276,グループホームユートピア,2024-04-07 02:42:03 +0900
581937,グループホーム美咲の家,2024-04-07 16:05:35 +0900
584069,特定非営利活動法人愛福祉会,2024-04-12 04:19:11 +0900
585757,高齢者専用賃貸住宅あさひ,2024-04-18 07:16:32 +0900
589708,指定居宅介護支援事業所ケアラーズ,2024-04-22 19:39:06 +0900
593045,三豊市立西香川病院,2024-05-02 01:32:50 +0900
670107,特定非営利活動法人千代田会,2024-05-26 17:34:01 +0900
670551,Honda Cars 東近江,2024-05-26 17:42:17 +0900
671178,ちーずとけーき,2024-05-26 17:47:26 +0900
674770,一般財団法人 津山慈風会,2024-06-04 21:22:54 +0900
677147,日清都カントリークラブ,2024-06-13 17:35:32 +0900
678643,ケイ・クリエイト,2024-06-19 18:44:25 +0900
681614,のぞみ調剤薬局,2024-06-29 23:36:49 +0900
682498,美容室ILOLIHAIR,2024-07-03 22:04:37 +0900
682505,Hair Craft JINO,2024-07-03 22:04:39 +0900
687509,アノソラノヒガシ,2024-07-21 06:27:06 +0900
687866,パティスリー ドゥネル,2024-07-21 06:35:04 +0900
697386,飛鳥未来きずな高校名古屋キャンパス,2024-08-01 08:14:24 +0900
727810,特定非営利活動法人　ひのき,2024-09-04 07:20:11 +0900
757816,グループホームおらほの家,2024-10-08 23:20:19 +0900
783446,デイサービスあおい,2024-10-24 20:58:07 +0900
800160,那賀町立上那賀病院,2024-11-14 19:23:38 +0900
836204,特定非営利活動法人ともにあゆむ会,2024-12-03 12:56:50 +0900
878338,丸新ホールディングス,2025-01-10 23:48:00 +0900
897364,介護老人保健施設エスポワール岩槻,2025-01-23 07:13:48 +0900
898307,介護老人保健施設ルーエしもつま,2025-01-23 07:41:26 +0900
907157,介護老人保健施設富士山苑,2025-01-28 19:26:16 +0900
914646,介護老人保健施設勝田,2025-02-03 21:54:33 +0900
939506,介護老人保健施設 由季の里,2025-02-15 16:00:16 +0900
977889,特別養護老人ホームウィング,2025-03-16 00:34:49 +0900
