Industry,Normalized,Company,ID,TEL
VIETA（飲食）,SORAGROUP,株式会社SORA GROUP,754736,052-938-9991
VIETA（飲食）,SORAGROUP,株式会社SORAGROUP,809224,052-938-9991
VIETA（飲食）,MammaMia,株式会社MammaMia,754738,052-734-2145
VIETA（飲食）,MammaMia,株式会社MammaMia,832484,052-734-2145
VIETA（飲食）,セントラルホールディングス株式会社,セントラルホールディングス 株式会社,754741,052-912-0298
VIETA（飲食）,セントラルホールディングス株式会社,セントラルホールディングス株式会社,789838,052-912-0298
VIETA（飲食）,フードリンク,株式会社フードリンク,754752,052-433-3307
VIETA（飲食）,フードリンク,株式会社フードリンク,789837,052-433-3307
VIETA（飲食）,"",,754755,0532-54-1089
VIETA（飲食）,"",,754757,0568-29-0151
VIETA（飲食）,"", ,789717, 
VIETA（飲食）,浜木綿,株式会社 浜木綿,754768,052-832-0005
VIETA（飲食）,浜木綿,株式会社浜木綿,900680,052-832-0005
VIETA（飲食）,日成,株式会社日成,754775,052-769-6233
VIETA（飲食）,日成,株式会社日成,789849,052-769-6233
VIETA（飲食）,日成,株式会社日成,867223,052-769-6233
VIETA（飲食）,豊箸,株式会社 豊箸,754795,0532-53-8822
VIETA（飲食）,豊箸,株式会社豊箸,809279,0532-53-8822
VIETA（飲食）,さわやか株式会社,さわやか株式会社,754942,0538-49-5311
VIETA（飲食）,さわやか株式会社,さわやか株式会社,816242,0538-31-2511
VIETA（飲食）,ネクステージ豊田東店,ネクステージ豊田東店,787960, 
VIETA（飲食）,ネクステージ豊田東店,ネクステージ豊田東店,788833, 
VIETA（飲食）,ネクステージ豊田東店,ネクステージ豊田東店,859700, 
VIETA（飲食）,ネクステージ豊田東店,ネクステージ豊田東店,884250, 
VIETA（飲食）,ネクステージクラスポ蒲郡店,ネクステージクラスポ蒲郡店,787961, 
VIETA（飲食）,ネクステージクラスポ蒲郡店,ネクステージクラスポ蒲郡店,788834, 
VIETA（飲食）,ネクステージ豊橋店,ネクステージ豊橋店,787964, 
VIETA（飲食）,ネクステージ豊橋店,ネクステージ豊橋店,788837, 
VIETA（飲食）,あんしんネットあいち,株式会社あんしんネットあいち,787965, 
VIETA（飲食）,あんしんネットあいち,株式会社あんしんネットあいち,788838, 
VIETA（飲食）,ネクステージ岡崎美合店,ネクステージ岡崎美合店,787966, 
VIETA（飲食）,ネクステージ岡崎美合店,ネクステージ岡崎美合店,788839, 
VIETA（飲食）,ネクステージ一宮インター店,ネクステージ一宮インター店,787967, 
VIETA（飲食）,ネクステージ一宮インター店,ネクステージ一宮インター店,788840, 
VIETA（飲食）,ネクステージ名古屋茶屋店,ネクステージ名古屋茶屋店,787968, 
VIETA（飲食）,ネクステージ名古屋茶屋店,ネクステージ名古屋茶屋店,788841, 
VIETA（飲食）,ネクステージ東浦店,ネクステージ東浦店,787970, 
VIETA（飲食）,ネクステージ東浦店,ネクステージ東浦店,788843, 
VIETA（飲食）,ネクステージ豊川店,ネクステージ豊川店,787974, 
VIETA（飲食）,ネクステージ豊川店,ネクステージ豊川店,788847, 
VIETA（飲食）,ネクステージ日進竹の山店,ネクステージ日進竹の山店,787975, 
VIETA（飲食）,ネクステージ日進竹の山店,ネクステージ日進竹の山店,788848, 
VIETA（飲食）,タイガアソシエイツ,株式会社タイガアソシエイツ,787987,
VIETA（飲食）,タイガアソシエイツ,株式会社タイガアソシエイツ,788860,
VIETA（飲食）,ニッカホーム株式会社,ニッカホーム株式会社,787990,
VIETA（飲食）,ニッカホーム株式会社,ニッカホーム株式会社,788863,
VIETA（飲食）,ホシザキ東海株式会社,ホシザキ東海株式会社,787999,
VIETA（飲食）,ホシザキ東海株式会社,ホシザキ東海株式会社,788872,
VIETA（飲食）,シグマロジスティクス株式会社／RS東海,シグマロジスティクス株式会社／RS東海,788011, 
VIETA（飲食）,シグマロジスティクス株式会社／RS東海,シグマロジスティクス株式会社／RS東海,788884, 
VIETA（飲食）,Enazeal株式会社,Enazeal株式会社,788016,
VIETA（飲食）,Enazeal株式会社,Enazeal株式会社,788889,
VIETA（飲食）,NOVAホールディングス株式会社,NOVAホールディングス株式会社,788020,
VIETA（飲食）,NOVAホールディングス株式会社,NOVAホールディングス株式会社,788893,
VIETA（飲食）,アルマインベスト,株式会社アルマインベスト,788025, 
VIETA（飲食）,アルマインベスト,株式会社アルマインベスト,788898, 
VIETA（飲食）,NOVAホールディングス株式会社こども事業,NOVAホールディングス株式会社こども事業,788044, 
VIETA（飲食）,NOVAホールディングス株式会社こども事業,NOVAホールディングス株式会社こども事業,788917, 
VIETA（飲食）,UTコネクト株式会社東海北陸AU,UTコネクト株式会社東海北陸AU,788045, 
VIETA（飲食）,UTコネクト株式会社東海北陸AU,UTコネクト株式会社東海北陸AU,788918, 
VIETA（飲食）,ジェイライズ,株式会社ジェイライズ,788055,
VIETA（飲食）,ジェイライズ,株式会社ジェイライズ,788928,
VIETA（飲食）,DoNext,株式会社DoNext,788062, 
VIETA（飲食）,DoNext,株式会社DoNext,788935, 
VIETA（飲食）,みたき総合病院,みたき総合病院,788067,
VIETA（飲食）,みたき総合病院,みたき総合病院,788940,
VIETA（飲食）,アコーディア・ゴルフ,アコーディア・ゴルフ,788072, 
VIETA（飲食）,アコーディア・ゴルフ,アコーディア・ゴルフ,788945, 
VIETA（飲食）,ホテルみち潮,有限会社ホテルみち潮,788073,
VIETA（飲食）,ホテルみち潮,有限会社ホテルみち潮,788946,
VIETA（飲食）,ニッコー採用本部,株式会社ニッコー採用本部,788077, 
VIETA（飲食）,ニッコー採用本部,株式会社ニッコー採用本部,788950, 
VIETA（飲食）,個室料理伊酒勢肴みつば,個室料理伊酒勢肴みつば,788084,
VIETA（飲食）,個室料理伊酒勢肴みつば,個室料理伊酒勢肴みつば,788957,
VIETA（飲食）,モノ・ループ株式会社,モノ・ループ株式会社,788090,
VIETA（飲食）,モノ・ループ株式会社,モノ・ループ株式会社,788963,
VIETA（飲食）,キラット松阪三雲店,キラット松阪三雲店,788095,
VIETA（飲食）,キラット松阪三雲店,キラット松阪三雲店,788968,
VIETA（飲食）,アスカクリエート名古屋支店,株式会社アスカクリエート名古屋支店,788106, 
VIETA（飲食）,アスカクリエート名古屋支店,株式会社アスカクリエート名古屋支店,788979, 
VIETA（飲食）,紙広,株式会社紙広,788111,
VIETA（飲食）,紙広,株式会社紙広,788984,
VIETA（飲食）,TFR,株式会社TFR,788118,
VIETA（飲食）,TFR,株式会社TFR,788991,
VIETA（飲食）,OneLeft,株式会社OneLeft,788122, 
VIETA（飲食）,OneLeft,株式会社OneLeft,788995, 
VIETA（飲食）,ラーメン横綱松阪店,ラーメン横綱松阪店,788125,
VIETA（飲食）,ラーメン横綱松阪店,ラーメン横綱松阪店,788998,
VIETA（飲食）,カーブスサンシパーク桑名店,カーブスサンシパーク桑名店,788131,
VIETA（飲食）,カーブスサンシパーク桑名店,カーブスサンシパーク桑名店,789004,
VIETA（飲食）,カーブスイオン大安店,カーブスイオン大安店,788132,
VIETA（飲食）,カーブスイオン大安店,カーブスイオン大安店,789005,
VIETA（飲食）,カーブスイオンタウン四日市泊店,カーブスイオンタウン四日市泊店,788133,
VIETA（飲食）,カーブスイオンタウン四日市泊店,カーブスイオンタウン四日市泊店,789006,
VIETA（飲食）,カーブスアピタ桑名店,カーブスアピタ桑名店,788134,
VIETA（飲食）,カーブスアピタ桑名店,カーブスアピタ桑名店,789007,
VIETA（飲食）,カーブス四日市日永カヨー店,カーブス四日市日永カヨー店,788135,
VIETA（飲食）,カーブス四日市日永カヨー店,カーブス四日市日永カヨー店,789008,
VIETA（飲食）,カーブスオークワみえ朝日インター店,カーブスオークワみえ朝日インター店,788136,
VIETA（飲食）,カーブスオークワみえ朝日インター店,カーブスオークワみえ朝日インター店,789009,
VIETA（飲食）,扇屋東日本扇屋西日本,株式会社扇屋東日本扇屋西日本,788137, 
VIETA（飲食）,扇屋東日本扇屋西日本,株式会社扇屋東日本扇屋西日本,789010, 
VIETA（飲食）,プラスナビクック,プラスナビクック,788146, 
VIETA（飲食）,プラスナビクック,プラスナビクック,789019, 
VIETA（飲食）,木曽路各務原店,株式会社木曽路各務原店,788147, 
VIETA（飲食）,木曽路各務原店,株式会社木曽路各務原店,789020, 
VIETA（飲食）,木曽路大垣店,株式会社木曽路大垣店,788148, 
VIETA（飲食）,木曽路大垣店,株式会社木曽路大垣店,789021, 
VIETA（飲食）,桔梗屋,株式会社桔梗屋,788153,
VIETA（飲食）,桔梗屋,株式会社桔梗屋,789026,
VIETA（飲食）,カラオケJOYJOY岐阜関店,カラオケJOYJOY岐阜関店,788154, 
VIETA（飲食）,カラオケJOYJOY岐阜関店,カラオケJOYJOY岐阜関店,789027, 
VIETA（飲食）,平野総合病院,平野総合病院,788158,
VIETA（飲食）,平野総合病院,平野総合病院,789031,
VIETA（飲食）,キラットイオンモール土岐店,キラットイオンモール土岐店,788170,
VIETA（飲食）,キラットイオンモール土岐店,キラットイオンモール土岐店,789043,
VIETA（飲食）,アオキーズ・ピザ,アオキーズ・ピザ,788172, 
VIETA（飲食）,アオキーズ・ピザ,アオキーズ・ピザ,789045, 
VIETA（飲食）,NX日本通運中部ブロックグループ,NX日本通運中部ブロックグループ,788176, 
VIETA（飲食）,NX日本通運中部ブロックグループ,NX日本通運中部ブロックグループ,789049, 
VIETA（飲食）,神美,株式会社神美,788177,
VIETA（飲食）,神美,株式会社神美,789050,
VIETA（飲食）,HEARTBREADANTIQUEなど,HEARTBREADANTIQUEなど,788178, 
VIETA（飲食）,HEARTBREADANTIQUEなど,HEARTBREADANTIQUEなど,789051, 
VIETA（飲食）,アブ・デザイン,有限会社アブ・デザイン,788188,
VIETA（飲食）,アブ・デザイン,有限会社アブ・デザイン,789061,
VIETA（飲食）,OGIYAGROUP恵那店,OGIYAGROUP恵那店,788193, 
VIETA（飲食）,OGIYAGROUP恵那店,OGIYAGROUP恵那店,789066, 
VIETA（飲食）,OGIYAGROUP本巣店,OGIYAGROUP本巣店,788194, 
VIETA（飲食）,OGIYAGROUP本巣店,OGIYAGROUP本巣店,789067, 
VIETA（飲食）,EYJ求人受付窓口,合同会社EYJ求人受付窓口,788206,
VIETA（飲食）,EYJ求人受付窓口,合同会社EYJ求人受付窓口,789079,
VIETA（飲食）,フェイトリアFaitriaマニュファ...,株式会社フェイトリアFaitriaマニュファ...,788207, 
VIETA（飲食）,フェイトリアFaitriaマニュファ...,株式会社フェイトリアFaitriaマニュファ...,789080, 
VIETA（飲食）,ネクスト採用課,株式会社ネクスト採用課,788209, 
VIETA（飲食）,ネクスト採用課,株式会社ネクスト採用課,789082, 
VIETA（飲食）,モンテローザフーズ,株式会社モンテローザフーズ,788213, 
VIETA（飲食）,モンテローザフーズ,株式会社モンテローザフーズ,789086, 
VIETA（飲食）,大垣コロナワールド,大垣コロナワールド,788215,
VIETA（飲食）,大垣コロナワールド,大垣コロナワールド,789088,
VIETA（飲食）,吉野家グループ合同募集,吉野家グループ合同募集,788217, 
VIETA（飲食）,吉野家グループ合同募集,吉野家グループ合同募集,789090, 
VIETA（飲食）,一円相,一円相,788234,
VIETA（飲食）,一円相,一円相,789107,
VIETA（飲食）,カーブスイオンモール四日市北店,カーブスイオンモール四日市北店,788235,
VIETA（飲食）,カーブスイオンモール四日市北店,カーブスイオンモール四日市北店,789108,
VIETA（飲食）,カーブスサンシ菰野店,カーブスサンシ菰野店,788236,
VIETA（飲食）,カーブスサンシ菰野店,カーブスサンシ菰野店,789109,
VIETA（飲食）,カーブスイオンモール桑名店,カーブスイオンモール桑名店,788237,
VIETA（飲食）,カーブスイオンモール桑名店,カーブスイオンモール桑名店,789110,
VIETA（飲食）,ニューキャピタルゴルフ倶楽部,ニューキャピタルゴルフ倶楽部,788239, 
VIETA（飲食）,ニューキャピタルゴルフ倶楽部,ニューキャピタルゴルフ倶楽部,789112, 
VIETA（飲食）,カーブスオークワ養老店,カーブスオークワ養老店,788242,
VIETA（飲食）,カーブスオークワ養老店,カーブスオークワ養老店,789115,
VIETA（飲食）,ネクステージ春日井セダン・スポーツ専門店,ネクステージ春日井セダン・スポーツ専門店,788248, 
VIETA（飲食）,ネクステージ春日井セダン・スポーツ専門店,ネクステージ春日井セダン・スポーツ専門店,789121, 
VIETA（飲食）,ファミリアホームサービス株式会社,ファミリアホームサービス株式会社,788251,
VIETA（飲食）,ファミリアホームサービス株式会社,ファミリアホームサービス株式会社,789124,
VIETA（飲食）,ランドローバー岡崎,ランドローバー岡崎,788253, 
VIETA（飲食）,ランドローバー岡崎,ランドローバー岡崎,789126, 
VIETA（飲食）,転職サービスJobuddy,転職サービスJobuddy,788259, 
VIETA（飲食）,転職サービスJobuddy,転職サービスJobuddy,789132, 
VIETA（飲食）,名駅店,名駅店,788261, 
VIETA（飲食）,名駅店,名駅店,789134, 
VIETA（飲食）,一般財団法人日本食品検査,一般財団法人日本食品検査,788262, 
VIETA（飲食）,一般財団法人日本食品検査,一般財団法人日本食品検査,789135, 
VIETA（飲食）,焼鳥しろうほぼ栄駅一番出口のれん街店,焼鳥しろうほぼ栄駅一番出口のれん街店,788265, 
VIETA（飲食）,焼鳥しろうほぼ栄駅一番出口のれん街店,焼鳥しろうほぼ栄駅一番出口のれん街店,789138, 
VIETA（飲食）,ジャパンネット,株式会社ジャパンネット,788288,
VIETA（飲食）,ジャパンネット,株式会社ジャパンネット,789161,
VIETA（飲食）,CareNation,CareNation,788290, 
VIETA（飲食）,CareNation,CareNation,789163, 
VIETA（飲食）,Dr.stretchイオンモール木曽川店,Dr.stretchイオンモール木曽川店,788291, 
VIETA（飲食）,Dr.stretchイオンモール木曽川店,Dr.stretchイオンモール木曽川店,789164, 
VIETA（飲食）,A-gog,株式会社A-gog,788294, 
VIETA（飲食）,A-gog,株式会社A-gog,789167, 
VIETA（飲食）,近鉄おしごとステーション,近鉄おしごとステーション,788314, 
VIETA（飲食）,近鉄おしごとステーション,近鉄おしごとステーション,789187, 
VIETA（飲食）,DiamondJobs合同会社,DiamondJobs合同会社,788323, 
VIETA（飲食）,DiamondJobs合同会社,DiamondJobs合同会社,789196, 
VIETA（飲食）,アプリコット人事部,株式会社アプリコット人事部,788325, 
VIETA（飲食）,アプリコット人事部,株式会社アプリコット人事部,789198, 
VIETA（飲食）,PB株式会社,PB株式会社,788351, 
VIETA（飲食）,PB株式会社,PB株式会社,789224, 
VIETA（飲食）,トライグループ「個別教室のトライ」,株式会社トライグループ「個別教室のトライ」,788357, 
VIETA（飲食）,トライグループ「個別教室のトライ」,株式会社トライグループ「個別教室のトライ」,789230, 
VIETA（飲食）,東海特殊,株式会社東海特殊,788359, 
VIETA（飲食）,東海特殊,株式会社東海特殊,789232, 
VIETA（飲食）,ネクステージ大垣,ネクステージ大垣,788367, 
VIETA（飲食）,ネクステージ大垣,ネクステージ大垣,789240, 
VIETA（飲食）,お好み焼き道とん堀岐阜北一色店,お好み焼き道とん堀岐阜北一色店,788372, 
VIETA（飲食）,お好み焼き道とん堀岐阜北一色店,お好み焼き道とん堀岐阜北一色店,789245, 
VIETA（飲食）,浜木綿岐阜県庁前店,浜木綿岐阜県庁前店,788374,
VIETA（飲食）,浜木綿岐阜県庁前店,浜木綿岐阜県庁前店,789247,
VIETA（飲食）,UTコネクト株式会社1,UTコネクト株式会社1,788375, 
VIETA（飲食）,UTコネクト株式会社1,UTコネクト株式会社1,789248, 
VIETA（飲食）,ネクステージ美濃加茂買取課,ネクステージ美濃加茂買取課,788377, 
VIETA（飲食）,ネクステージ美濃加茂買取課,ネクステージ美濃加茂買取課,789250, 
VIETA（飲食）,Dr.stretch大垣店,Dr.stretch大垣店,788380, 
VIETA（飲食）,Dr.stretch大垣店,Dr.stretch大垣店,789253, 
VIETA（飲食）,Dr.stretchモレラ岐阜店,Dr.stretchモレラ岐阜店,788381, 
VIETA（飲食）,Dr.stretchモレラ岐阜店,Dr.stretchモレラ岐阜店,789254, 
VIETA（飲食）,西院焼肉YUU株式会社kinoe,西院焼肉YUU株式会社kinoe,788382, 
VIETA（飲食）,西院焼肉YUU株式会社kinoe,西院焼肉YUU株式会社kinoe,789255, 
VIETA（飲食）,RIZAP株式会社,RIZAP株式会社,788384, 
VIETA（飲食）,RIZAP株式会社,RIZAP株式会社,789257, 
VIETA（飲食）,楽久屋,株式会社楽久屋,788396, 
VIETA（飲食）,楽久屋,株式会社楽久屋,789269, 
VIETA（飲食）,IMDAlliance株式会社,IMDAlliance株式会社,788397, 
VIETA（飲食）,IMDAlliance株式会社,IMDAlliance株式会社,789270, 
VIETA（飲食）,獅子茶-LIONTEA-／H'sCREAM...,獅子茶-LIONTEA-／H'sCREAM...,788399, 
VIETA（飲食）,獅子茶-LIONTEA-／H'sCREAM...,獅子茶-LIONTEA-／H'sCREAM...,789272, 
VIETA（飲食）,THEOUTLETSHIROSHIMAH'...,THEOUTLETSHIROSHIMAH'...,788402, 
VIETA（飲食）,THEOUTLETSHIROSHIMAH'...,THEOUTLETSHIROSHIMAH'...,789275, 
VIETA（飲食）,五穀岐阜美濃店,五穀岐阜美濃店,788405, 
VIETA（飲食）,五穀岐阜美濃店,五穀岐阜美濃店,789278, 
VIETA（飲食）,H&ISTAGE株式会社,H&ISTAGE株式会社,788406, 
VIETA（飲食）,H&ISTAGE株式会社,H&ISTAGE株式会社,789279, 
VIETA（飲食）,トップライジング岐阜マーサ21,株式会社トップライジング岐阜マーサ21,788407,
VIETA（飲食）,トップライジング岐阜マーサ21,株式会社トップライジング岐阜マーサ21,789280,
VIETA（飲食）,To.Bridge,株式会社To.Bridge,788408, 
VIETA（飲食）,To.Bridge,株式会社To.Bridge,789281, 
VIETA（飲食）,浜木綿可児店,浜木綿可児店,788410,
VIETA（飲食）,浜木綿可児店,浜木綿可児店,789283,
VIETA（飲食）,H'sCREAMアスティ静岡店,H'sCREAMアスティ静岡店,788411, 
VIETA（飲食）,H'sCREAMアスティ静岡店,H'sCREAMアスティ静岡店,789284, 
VIETA（飲食）,H'sCREAM横須賀店,H'sCREAM横須賀店,788412, 
VIETA（飲食）,H'sCREAM横須賀店,H'sCREAM横須賀店,789285, 
VIETA（飲食）,H&B&CMEGAドン・キホーテUNY...,株式会社H&B&CMEGAドン・キホーテUNY...,788413, 
VIETA（飲食）,H&B&CMEGAドン・キホーテUNY...,株式会社H&B&CMEGAドン・キホーテUNY...,789286, 
VIETA（飲食）,愛の家グループホーム大垣浅草,愛の家グループホーム大垣浅草,788429, 
VIETA（飲食）,愛の家グループホーム大垣浅草,愛の家グループホーム大垣浅草,789302, 
VIETA（飲食）,中央紙運輸株式会社,中央紙運輸株式会社,788435,
VIETA（飲食）,中央紙運輸株式会社,中央紙運輸株式会社,789308,
VIETA（飲食）,クスリのアオキ上市店,株式会社クスリのアオキ上市店,788446, 
VIETA（飲食）,クスリのアオキ上市店,株式会社クスリのアオキ上市店,789319, 
VIETA（飲食）,山都タクシー,山都タクシー,788462, 
VIETA（飲食）,山都タクシー,山都タクシー,789335, 
VIETA（飲食）,コバック可児店,コバック可児店,788465, 
VIETA（飲食）,コバック可児店,コバック可児店,789338, 
VIETA（飲食）,グループホーム町屋1号館,グループホーム町屋1号館,788469, 
VIETA（飲食）,グループホーム町屋1号館,グループホーム町屋1号館,789342, 
VIETA（飲食）,ゴンチャイオンモール土岐店,ゴンチャイオンモール土岐店,788472, 
VIETA（飲食）,ゴンチャイオンモール土岐店,ゴンチャイオンモール土岐店,789345, 
VIETA（飲食）,FEELCYCLE岐阜,FEELCYCLE岐阜,788476, 
VIETA（飲食）,FEELCYCLE岐阜,FEELCYCLE岐阜,789349, 
VIETA（飲食）,かねはち,有限会社かねはち,788483,
VIETA（飲食）,かねはち,有限会社かねはち,789356,
VIETA（飲食）,UTコネクト株式会社中部AU,UTコネクト株式会社中部AU,788484,
VIETA（飲食）,UTコネクト株式会社中部AU,UTコネクト株式会社中部AU,789357,
VIETA（飲食）,焼肉ライク静岡呉服町店,焼肉ライク静岡呉服町店,788491,
VIETA（飲食）,焼肉ライク静岡呉服町店,焼肉ライク静岡呉服町店,789364,
VIETA（飲食）,トップトラスト株式会社,トップトラスト株式会社,788492,
VIETA（飲食）,トップトラスト株式会社,トップトラスト株式会社,789365,
VIETA（飲食）,金刺運送株式会社,金刺運送株式会社,788512,
VIETA（飲食）,金刺運送株式会社,金刺運送株式会社,789385,
VIETA（飲食）,ジェイグループホールディングス,株式会社ジェイグループホールディングス,788532,
VIETA（飲食）,ジェイグループホールディングス,株式会社ジェイグループホールディングス,789405,
VIETA（飲食）,山晃住宅,株式会社山晃住宅,788536,
VIETA（飲食）,山晃住宅,株式会社山晃住宅,789409,
VIETA（飲食）,井上運送株式会社,井上運送株式会社,788537,
VIETA（飲食）,井上運送株式会社,井上運送株式会社,789410,
VIETA（飲食）,サンロフト,株式会社サンロフト,788540,
VIETA（飲食）,サンロフト,株式会社サンロフト,789413,
VIETA（飲食）,焼肉きんぐ小黒店,焼肉きんぐ小黒店,788558,
VIETA（飲食）,焼肉きんぐ小黒店,焼肉きんぐ小黒店,789431,
VIETA（飲食）,エヌズコーポーレーション株式会社,エヌズコーポーレーション株式会社,788565,
VIETA（飲食）,エヌズコーポーレーション株式会社,エヌズコーポーレーション株式会社,789438,
VIETA（飲食）,全日警求人サイト,株式会社全日警求人サイト,788566, 
VIETA（飲食）,全日警求人サイト,株式会社全日警求人サイト,789439, 
VIETA（飲食）,アンサンブル浜松尾野,アンサンブル浜松尾野,788579, 
VIETA（飲食）,アンサンブル浜松尾野,アンサンブル浜松尾野,789452, 
VIETA（飲食）,双和鉄筋株式会社,双和鉄筋株式会社,788585,
VIETA（飲食）,双和鉄筋株式会社,双和鉄筋株式会社,789458,
VIETA（飲食）,つばめタクシーグループひかり交通株式会社,つばめタクシーグループひかり交通株式会社,788591, 
VIETA（飲食）,つばめタクシーグループひかり交通株式会社,つばめタクシーグループひかり交通株式会社,789464, 
VIETA（飲食）,東京すし宗達,東京すし宗達,788593, 
VIETA（飲食）,東京すし宗達,東京すし宗達,789466, 
VIETA（飲食）,半蔵,株式会社半蔵,788594, 
VIETA（飲食）,半蔵,株式会社半蔵,789467, 
VIETA（飲食）,PLAGEグループ,PLAGEグループ,788600, 
VIETA（飲食）,PLAGEグループ,PLAGEグループ,789473, 
VIETA（飲食）,セキュリティスタッフ株式会社,セキュリティスタッフ株式会社,788614,
VIETA（飲食）,セキュリティスタッフ株式会社,セキュリティスタッフ株式会社,789487,
VIETA（飲食）,日本料理小西,日本料理小西,788628, 
VIETA（飲食）,日本料理小西,日本料理小西,789501, 
VIETA（飲食）,焼き手羽居酒屋かちてば,焼き手羽居酒屋かちてば,788634,
VIETA（飲食）,焼き手羽居酒屋かちてば,焼き手羽居酒屋かちてば,789507,
VIETA（飲食）,串カツ田中四日市駅前店,串カツ田中四日市駅前店,788636,
VIETA（飲食）,串カツ田中四日市駅前店,串カツ田中四日市駅前店,789509,
VIETA（飲食）,町田商店久居インター店,町田商店久居インター店,788640,
VIETA（飲食）,町田商店久居インター店,町田商店久居インター店,789513,
VIETA（飲食）,ATG製造,株式会社ATG製造,788653, 
VIETA（飲食）,ATG製造,株式会社ATG製造,789526, 
VIETA（飲食）,オートバックスグループ,オートバックスグループ,788675, 
VIETA（飲食）,オートバックスグループ,オートバックスグループ,789548, 
VIETA（飲食）,大倉ビル東海,株式会社大倉ビル東海,788676, 
